IP,Detected,Suspicious,Engines_Detected,Country
45.128.232.71,14,0,N/A,NL
178.128.84.187,9,1,N/A,SG
198.199.114.126,9,1,N/A,US
192.241.218.16,8,1,N/A,US
164.92.232.89,10,1,N/A,DE
87.121.221.66,8,1,N/A,US
80.66.88.11,0,0,N/A,NL
80.66.76.22,8,2,N/A,RU
80.66.76.21,2,0,N/A,RU
87.251.75.20,4,2,N/A,RU
80.200.36.205,0,0,N/A,BE
76.225.139.38,3,0,N/A,US
72.255.117.54,4,1,N/A,US
35.135.230.22,3,1,N/A,US
131.159.24.205,6,1,N/A,DE
126.71.116.96,2,0,N/A,JP
20.3.233.241,6,2,N/A,US
69.116.229.239,7,1,N/A,US
35.135.230.175,1,0,N/A,US
35.135.230.56,0,0,N/A,US
198.199.114.5,9,1,N/A,US
198.199.114.60,10,1,N/A,US
198.199.114.229,11,1,N/A,US
198.199.114.240,11,2,N/A,US
198.199.114.53,9,2,N/A,US
198.199.114.202,6,1,N/A,US
198.199.114.218,8,1,N/A,US
198.199.114.125,10,1,N/A,US
198.199.114.189,8,1,N/A,US
198.199.114.128,9,1,N/A,US
198.199.114.80,5,2,N/A,US
198.199.114.225,1,1,N/A,US
198.199.114.159,3,0,N/A,US
188.166.68.252,9,1,N/A,NL
192.241.214.8,10,1,N/A,US
61.244.87.254,10,1,N/A,HK
69.165.38.214,7,1,N/A,US
46.161.27.155,5,0,N/A,NL
147.78.47.240,2,0,N/A,NL
104.248.64.137,5,0,N/A,US
54.160.151.98,5,1,N/A,US
88.214.26.37,3,0,N/A,DE
198.235.24.57,13,1,N/A,US
162.142.125.214,10,2,N/A,US
45.55.0.13,11,1,N/A,US
198.199.92.198,10,1,N/A,US
192.241.223.39,10,1,N/A,US
185.167.96.146,16,1,N/A,NL
185.204.1.237,1,0,N/A,FI
138.68.178.184,0,0,N/A,GB
109.207.200.47,1,0,N/A,UA
212.166.25.142,0,0,N/A,BE
104.140.148.62,6,3,N/A,US
79.42.149.110,4,0,N/A,IT
60.217.75.70,13,0,N/A,CN
31.192.255.102,0,0,N/A,KG
167.94.138.127,11,2,N/A,US
45.156.129.12,10,2,N/A,PT
167.248.133.161,8,2,N/A,US
185.233.19.84,11,1,N/A,HK
128.199.49.242,0,1,N/A,NL
83.97.73.89,16,2,N/A,RU
167.172.43.226,0,0,N/A,NL
149.154.225.9,0,0,N/A,BE
194.78.214.78,0,0,N/A,BE
12.191.116.182,13,2,N/A,US
14.39.42.133,9,1,N/A,KR
14.162.145.33,11,1,N/A,VN
20.204.165.90,9,1,N/A,IN
34.30.106.188,10,1,N/A,US
35.188.24.213,8,1,N/A,US
36.110.228.254,15,1,N/A,CN
42.236.74.122,11,1,N/A,CN
43.134.18.57,10,1,N/A,SG
43.159.51.114,12,1,N/A,SG
45.167.104.201,9,2,N/A,BR
45.189.223.88,11,1,N/A,BR
46.105.142.10,10,1,N/A,FR
49.236.204.16,10,1,N/A,MY
51.89.164.205,11,1,N/A,GB
61.42.20.175,10,1,N/A,KR
61.100.180.44,2,1,N/A,KR
61.162.52.98,11,1,N/A,CN
61.177.172.140,11,2,N/A,CN
61.177.172.160,14,3,N/A,CN
61.177.172.179,11,2,N/A,CN
61.177.172.185,15,1,N/A,CN
62.122.184.70,6,2,N/A,RU
62.122.184.71,6,2,N/A,RU
64.227.126.83,12,3,N/A,DE
66.98.112.247,11,1,N/A,US
69.112.204.55,10,1,N/A,US
82.202.213.205,3,2,N/A,RU
84.108.40.27,10,1,N/A,IL
84.242.124.74,15,1,N/A,CZ
85.114.119.22,12,1,N/A,PS
85.172.189.189,10,1,N/A,RU
85.233.142.6,8,1,N/A,RU
88.247.78.116,10,1,N/A,TR
89.97.218.142,10,1,N/A,IT
89.190.156.135,16,1,N/A,NL
90.150.87.129,2,1,N/A,RU
93.120.240.202,11,1,N/A,RU
94.127.215.194,14,1,N/A,JO
95.85.124.33,11,1,N/A,TM
95.86.208.198,6,1,N/A,RU
101.42.25.236,12,1,N/A,CN
102.220.204.29,9,1,N/A,NG
103.37.80.90,10,2,N/A,IN
103.84.236.242,11,1,N/A,IN
103.147.185.123,2,0,N/A,VN
103.212.211.151,9,2,N/A,ID
103.217.78.2,11,2,N/A,IN
104.28.201.73,9,0,N/A,US
104.248.55.154,12,1,N/A,US
106.75.118.15,0,0,N/A,CN
112.120.20.189,7,2,N/A,HK
112.133.204.99,6,3,N/A,IN
123.157.155.69,11,1,N/A,CN
124.71.147.14,2,0,N/A,CN
